Nit,Productos_ahorro,Saldo_productos,Variacion_saldo_6m,Diversificacion_productos
63796428,2,100405827.03,0.6,2
11505859,4,6826401.35,-0.1,3
76309996,3,87654188.78,0.19,3
95383568,2,13917783.35,0.39,1
52823520,0,0.0,0.88,1
53199364,8,57361630.02,0.9,1
92036315,4,1531623.99,-0.38,2
79908567,4,181323031.71,-0.09,2
97852496,4,108102003.97,0.7,1
69633713,5,172381320.18,-0.96,3
28247782,8,40977569.21,-0.36,1
10651631,4,39166721.15,-0.94,1
15776295,8,83822587.09,-0.33,1
40526955,1,129094819.2,0.68,1
75695277,8,104595803.55,0.7,1
11812146,8,180991851.3,-0.05,1
10867595,5,115979972.0,-0.54,1
72055820,3,171587326.67,0.41,2
35165119,1,37540213.63,-0.81,1
15099015,6,180100866.99,-0.37,2
15868992,2,158899196.18,0.25,1
96040027,5,131055672.27,0.2,2
61019341,4,62912902.08,0.13,3
80290671,5,143798608.98,0.67,3
71950209,0,0.0,-0.8,3
49345859,5,27759339.45,0.5,1
10288715,7,25305765.86,-0.02,3
10270153,3,113989733.57,-0.73,3
17450242,3,43539987.26,-0.43,3
36718147,8,108927747.29,0.06,3
76384261,5,160048985.49,-0.93,2
77409238,7,6440767.68,-0.1,2
11159940,0,0.0,-0.96,1
44921201,3,72033848.83,-0.12,3
80640009,4,53167897.15,0.71,2
29255978,8,40624562.44,-0.42,2
81946509,4,26893443.91,-0.56,2
82785275,5,111801349.62,-0.7,2
84281770,5,80801120.99,0.17,2
48567963,3,53465159.55,0.06,1
77746964,3,71686799.06,0.19,2
62730135,3,198883481.07,-0.07,2
56322869,7,179082945.46,-0.85,1
13158181,0,0.0,0.09,3
15363728,2,121664192.27,-0.73,1
66018069,7,47965790.72,-0.98,1
57104338,7,173406829.03,-0.51,3
43406453,7,136202158.8,-0.91,2
48323017,6,52730627.28,-0.22,3
13518652,0,0.0,-0.43,1
83923644,0,0.0,0.21,3
92297125,0,0.0,0.23,2
11222465,0,0.0,-0.35,2
79139488,5,17842194.09,-0.85,3
36830122,2,154023406.33,0.1,1
13856798,5,108074662.98,-0.3,3
75655586,5,20950697.32,0.79,3
76507182,2,11149875.75,-0.94,2
63679598,2,160509978.46,0.17,2
46011107,8,85443005.08,-0.27,1
85164694,2,77048833.34,-0.45,3
55723043,1,199145971.7,0.2,3
55034919,5,17074480.41,-0.35,3
43354214,2,53912314.57,0.36,2
23111001,1,116231241.92,0.68,2
96809808,3,1340120.46,-0.94,1
12762660,1,148285442.6,0.43,2
35841045,0,0.0,-0.31,1
46853712,1,92003968.16,-0.14,2
28893005,7,156598696.56,-0.14,1
48372961,2,178176146.89,0.99,2
84406745,2,127252942.6,-0.73,2
21942223,6,109592198.64,-0.65,1
44255909,2,143073865.2,-0.76,2
32875363,2,136955207.68,-0.4,2
60562530,0,0.0,0.72,3
34374405,7,42855677.55,0.59,2
66496835,7,99675518.72,-0.94,1
85973585,7,4697314.19,0.42,2
36232601,7,4829628.93,0.07,1
34374884,0,0.0,-0.19,3
12125786,2,28242894.98,0.89,2
53923880,7,61772628.57,0.58,2
58638538,4,34467186.9,-0.29,1
99477925,1,114349862.16,-0.2,1
58739837,2,110399945.19,0.07,2
26117330,5,16172356.55,-0.7,2
43104820,5,190065726.22,-0.39,3
27832590,5,40125802.16,0.28,3
77617241,6,25661333.17,0.38,1
11650024,1,154113127.77,-0.01,1
97109559,6,13488186.66,0.34,1
71808414,2,76987298.05,0.6,1
52125522,3,3940928.76,-0.08,2
23942679,1,60203139.54,-0.3,1
54004409,6,133103767.47,0.95,2
66994888,7,192786204.49,-0.5,3
94250838,8,32044568.2,-0.76,2
38357507,7,146054014.44,-0.3,3
42749321,0,0.0,-0.11,3
95854142,7,131722220.82,0.52,1
33976402,0,0.0,-0.57,2
95406990,7,146008041.75,-0.29,3
66184306,8,150235119.29,0.01,2
59584481,3,184323955.26,-0.0,2
82922345,3,58667536.93,0.28,1
50938814,7,48069912.1,0.86,3
76206738,1,62429842.35,-0.05,3
64372976,7,133265197.94,0.71,2
67921086,2,147000707.1,0.32,3
85221363,3,92161365.41,0.88,2
61146004,6,177794350.22,0.13,2
40416016,3,198035575.02,0.98,3
96214977,3,17304897.65,-0.81,3
26994738,5,163539917.42,-0.91,2
41735616,8,46693209.42,0.59,2
68332472,3,137665206.32,-0.46,3
32903076,2,39878964.41,-0.24,1
70916399,8,79482442.46,0.26,3
40487415,4,2234740.63,0.1,3
47421124,0,0.0,0.45,3
16957111,4,63439977.73,-0.79,2
22582091,2,179142075.58,-0.42,1
62047774,0,0.0,-0.86,1
81727670,1,97569518.78,-0.55,2
26740594,5,154042939.91,-0.75,2
43782984,7,83183757.6,0.91,1
15569038,5,14602337.44,-0.2,2
77860111,7,45908473.97,-0.75,2
39567052,6,125464117.61,0.08,1
98922072,7,27099240.87,0.79,3
81028532,3,114029076.9,0.74,2
73537591,8,113593514.5,-0.51,1
46889862,6,42820676.44,-0.34,2
43801400,3,63600257.48,0.6,1
12028851,0,0.0,-0.23,3
46489731,6,93841773.52,0.0,2
21541802,1,116074022.14,0.01,1
53773479,2,92311358.59,-0.72,3
10804069,4,51588788.65,-0.14,3
24675229,5,21883833.75,0.44,1
98149129,2,151452307.96,-0.61,2
20142310,4,134929523.5,0.78,1
59179299,3,32058624.14,-0.05,2
71345239,3,18339890.95,-0.18,3
13530662,5,29690259.53,-0.62,1
74014188,7,31390364.45,-0.27,3
19983536,2,112140672.39,-0.39,2
88191199,6,59947531.83,-0.48,2
69324986,4,123406510.2,-0.68,1
25324902,5,118409024.78,-0.26,1
98394009,5,169647444.17,-0.88,1
13622058,4,197586912.22,-0.97,1
99725565,0,0.0,0.25,1
31487586,1,19934742.9,-0.13,2
40459234,1,87143932.06,-0.17,3
95277899,3,181194678.37,-0.76,1
71848013,8,123308638.01,-0.32,2
73864416,6,105225806.01,0.29,1
32528749,1,105984130.71,0.09,2
57862956,1,52794185.43,0.35,1
20813740,0,0.0,-0.28,2
24848599,4,10820100.09,-0.87,1
67233936,5,35295797.77,0.77,1
55676683,5,177992488.53,0.59,3
81716605,0,0.0,0.26,1
47470485,1,186317313.18,0.84,1
88096894,6,35200734.5,0.27,2
13274073,6,114512396.75,-0.18,3
59762125,2,125025956.2,0.22,2
86094603,4,49101889.25,0.65,1
38231793,1,193858683.22,-0.81,2
98109635,2,45516022.26,0.71,1
80694394,3,23050292.63,-0.82,2
99884013,0,0.0,-0.73,2
94857468,1,188771293.08,0.1,3
71656460,6,25515043.4,0.8,3
42446461,0,0.0,-0.28,3
97208758,4,179455765.2,0.97,1
94285265,2,92645957.67,-0.6,2
74552859,1,167684907.3,-0.85,2
36857192,8,108136633.84,0.84,3
93228306,3,182144377.3,-0.68,1
69249581,8,434208.55,-0.81,3
61525989,5,89567451.77,-0.19,1
87065453,7,30045495.93,-0.34,3
21364354,5,146415576.9,0.53,1
11107666,6,172094738.84,-0.18,3
25600019,6,92158959.78,0.45,1
70168010,8,89309401.24,0.66,1
94904444,6,74369517.49,-0.22,3
94376247,5,110062706.47,-0.9,2
70120528,1,34505686.35,0.73,1
29152956,2,132740951.56,-1.0,3
85800059,7,32738638.42,0.02,2
27208816,7,111897081.79,-0.83,2
62406326,7,127232196.04,-0.27,2
88103714,4,171229.62,-0.97,3
96342605,4,43938978.37,0.54,1
45151544,2,115527409.63,-0.73,1
31410898,7,179619469.86,0.81,3
86195522,7,17660881.46,-0.79,3
19826849,6,175268999.87,-0.66,1
47687289,2,168724790.09,-0.04,1
12865264,4,188458982.28,0.13,1
17408040,3,147635732.88,-0.47,2
84247061,3,6843002.73,0.24,2
26820453,6,134075853.71,1.0,3
46564983,5,139868109.56,-0.73,2
43529114,8,176443314.81,0.45,1
66527764,5,74435744.33,-0.69,3
84719144,0,0.0,-0.25,3
11656094,2,149690060.61,-0.75,2
84801306,6,20566189.96,-0.04,1
21045028,4,133989987.19,-0.57,1
94671425,3,143011649.21,0.61,2
36209461,7,127501265.48,-0.77,1
62599432,0,0.0,0.94,2
40680402,0,0.0,-0.11,3
96860713,8,57984879.23,-0.14,2
16791679,2,167293005.46,-0.82,1
51991207,5,111633123.55,0.54,2
44850613,6,117895667.42,0.06,3
92484716,3,149839637.81,-0.35,3
67688718,5,81519021.4,0.16,2
53407051,6,17535510.7,-0.95,3
42379055,6,15012928.47,0.91,1
41222533,6,162813280.48,0.83,1
47254050,6,194826236.55,0.18,1
17918791,1,190849820.31,-0.42,2
26446150,0,0.0,-0.36,3
23544643,6,196675126.28,0.61,2
48632249,4,125225677.84,0.9,3
96530636,7,199259440.96,-0.07,3
23900306,4,160292538.56,-0.77,3
92199613,6,54692186.71,0.81,3
92056518,4,331299.62,0.29,2
66747913,3,19388079.85,-0.12,1
92315179,4,88750191.11,0.42,3
25050489,2,33193513.89,0.07,2
76791650,1,45460613.17,0.1,2
61014270,4,146316924.96,-0.7,1
58245656,5,59355712.16,-0.44,2
20850780,7,138654957.62,-0.32,3
72922103,6,191197297.13,0.87,3
86391115,6,48411518.25,0.39,3
29874034,0,0.0,0.11,1
89206766,7,85401568.99,-0.32,1
51841575,5,19272475.52,0.89,1
43247051,0,0.0,0.14,3
81296499,8,135536690.39,-0.28,3
88791493,4,135300769.08,-0.94,1
62825339,5,121938086.24,0.22,3
93175799,7,95690536.57,-0.28,1
93617772,3,195328788.4,-0.44,1
17669144,8,158062460.37,0.01,1
85210215,6,29340070.45,-0.88,1
77959126,5,161306332.99,0.69,2
30062346,6,158132409.5,-0.66,2
51069689,8,127387733.02,-0.66,3
82098211,1,87099587.03,-0.93,2
10276016,0,0.0,-0.45,3
56973231,1,271221.3,0.28,3
38084338,7,114895405.74,-0.54,1
53054330,8,100723134.32,-0.56,3
58883690,3,147842952.92,-0.87,3
73880780,6,93471457.46,0.57,2
85302032,1,118872122.43,0.57,1
10636024,2,186340355.34,0.44,2
56732411,3,28049414.43,-0.7,1
79157013,4,191434211.8,-0.68,1
97779724,8,108093480.89,0.33,2
76935164,3,49105448.7,-0.37,2
47689099,3,111205895.51,0.05,3
71834054,8,76888177.09,0.52,3
58338944,7,175365070.27,-0.51,1
33340704,6,97207985.8,-0.13,1
30099315,5,123668204.17,0.62,2
80379382,5,151450415.62,0.01,3
36797453,1,38743719.65,-0.86,1
40405486,7,11866879.85,-0.12,1
97047743,0,0.0,0.15,1
81645943,0,0.0,-0.32,1
37788584,6,133855822.5,0.22,2
64834128,6,102683033.74,0.19,1
88196675,0,0.0,0.87,3
63364211,7,67340302.85,-0.59,3
59583218,7,85730505.11,0.69,2
17903232,7,16522863.63,0.25,1
72128680,4,4119693.41,-0.85,2
58778924,4,11154171.32,0.54,1
43640023,3,5815062.32,-0.62,3
61364321,0,0.0,0.25,2
91968737,5,73859519.19,0.15,2
17897687,4,73728172.84,-0.27,1
38523258,3,150949798.75,-0.25,3
40957053,7,151444636.88,-0.91,3
58593230,2,80605005.77,0.21,3
79155280,2,18531587.59,-0.34,3
49625868,2,165453920.88,0.79,3
80234248,6,84602397.63,-0.06,3
91135550,5,146407308.43,-0.28,2
87448802,4,169934282.24,0.4,2
48641302,6,147782840.92,-0.03,3
64299573,6,119511730.91,-0.13,2
83745070,0,0.0,-0.44,1
21326873,4,197922372.69,-0.42,1
54664543,7,101640940.49,-0.91,1
35229298,5,103317936.11,0.36,1
37237231,5,48100653.84,0.56,2
14879177,6,179710220.02,0.06,1
20246208,2,198926000.82,0.18,2
29248708,2,101125661.95,0.88,3
45413058,7,94579505.5,0.23,3
15294512,7,83938503.92,-0.79,2
84458425,4,91684971.12,-0.35,3
60191668,5,93100990.77,0.31,1
40265838,8,137327404.2,-0.51,1
86581967,2,151848791.65,0.62,3
99632199,7,117764310.11,0.34,2
60340661,6,37215743.43,-0.03,3
82784073,5,118249451.93,0.85,1
54699126,6,115786885.95,-0.63,2
95688032,7,147162100.71,0.89,3
43517259,3,102350025.93,0.38,2
37294344,4,156021263.4,0.23,1
96539748,6,7134889.51,0.69,1
15490248,6,93174772.95,-0.23,3
12283997,3,3594169.29,0.36,2
32966239,5,81970835.02,-0.43,2
94564950,0,0.0,0.06,2
12226954,3,171936661.99,-0.21,2
22359101,4,12202101.2,-0.65,3
16558035,4,29279203.68,-0.06,3
85555427,0,0.0,-0.48,1
22633945,3,30628951.15,0.56,3
33810121,3,17931659.23,0.15,2
84436375,1,17534828.41,0.19,3
22393740,4,52777517.29,0.32,3
24329569,1,147152085.88,-0.72,3
95343395,4,169840248.66,-0.88,3
87969394,6,190347052.17,-0.71,3
96156509,5,128067628.66,-0.43,1
61249277,7,69844235.91,-0.75,1
29727535,4,175872950.93,0.13,1
18755148,8,105100592.45,-0.31,1
60465431,4,178851805.79,0.84,1
77010229,5,150783940.06,0.13,3
43123321,1,68169411.99,-0.84,2
66193882,0,0.0,-0.91,1
39222385,8,26116316.95,-0.4,1
41283284,8,188572114.32,0.85,1
97465974,1,172565137.83,-0.41,3
24521726,4,193040839.27,0.86,1
67169536,2,6135441.62,-0.55,2
27914701,8,65359324.1,0.05,1
78604598,2,16486309.48,-0.09,1
99106981,8,173563014.6,-0.85,2
90941984,3,100017965.29,-0.02,2
37156595,3,93609063.92,0.99,3
96443225,1,52118272.43,0.27,3
61877453,5,7821907.77,0.15,1
22670831,6,162293184.27,0.6,2
69452982,2,4835366.75,0.71,2
88016815,3,29452503.34,-0.02,1
42552402,2,6803983.82,-0.5,2
87570016,3,62410368.64,0.89,3
99807587,3,74158717.71,-0.75,3
68667095,7,187531997.8,0.13,2
18247729,6,195134406.69,0.78,3
84191649,2,39594147.7,-0.52,3
77240099,8,188083106.99,-0.77,1
16606140,1,42197362.63,0.66,1
96459363,5,140163346.5,-0.96,3
47993103,7,75322456.43,-0.44,3
27593678,2,50061345.88,0.56,3
91654854,6,86547594.39,0.58,2
58264366,5,162191681.52,0.69,2
45025706,0,0.0,0.41,3
12416551,0,0.0,-0.48,3
94764919,0,0.0,-0.32,2
50304034,0,0.0,0.29,3
72309700,4,158569780.86,-0.26,3
93622193,2,194031578.62,-0.28,1
80149899,0,0.0,-0.67,1
36675403,1,72631599.88,-0.26,3
16138708,8,65312791.08,0.65,2
48788946,4,60669012.87,0.31,2
72527934,6,18908129.83,-0.55,1
72814920,2,27966841.54,0.56,3
48051306,4,44271059.64,0.0,3
69818416,5,150986331.95,-0.42,2
24374511,3,69903144.05,0.74,3
65123491,0,0.0,0.26,3
39429481,2,102702216.0,0.01,1
66455989,5,80825782.15,0.39,2
82434734,0,0.0,-0.14,3
44234482,5,103474571.29,-0.15,3
98073631,4,41501980.54,0.81,1
38944126,7,115886054.14,-0.41,3
94181986,5,90640121.23,-0.54,2
67889439,1,20141285.26,0.81,3
13240868,0,0.0,0.72,1
91731679,5,111173978.37,-0.64,1
63299306,1,59557700.79,0.45,1
55105783,4,29831963.68,-0.59,1
79054052,7,73689685.62,0.73,2
43154725,3,175899946.55,-0.9,3
87256605,4,102584453.48,-0.22,1
63854239,8,70572042.68,0.4,2
17355884,2,169927441.98,0.7,3
10579649,5,160244278.88,0.95,1
26102578,7,77155997.44,-0.31,2
81979786,5,23403846.02,-0.74,3
83373114,7,167367577.14,0.3,3
28811080,5,173733484.77,0.48,1
29950354,3,5940407.68,0.3,3
95862055,2,26574059.59,-0.16,1
82554758,3,183081366.36,0.34,1
92347140,1,67584039.19,0.59,3
83113943,2,113849550.68,0.41,2
23440175,4,155818389.61,-0.65,1
89981958,6,106228516.0,-0.54,1
18624138,5,130862308.55,0.2,2
70672200,6,141848670.74,0.43,2
96254512,3,95115967.72,0.81,3
38586909,0,0.0,-0.85,3
82460290,2,190251961.72,0.89,2
46742450,3,27389171.68,-0.31,2
45486255,3,7733171.26,0.93,3
55131515,6,155921710.86,0.09,2
34717510,5,45122398.52,-0.88,2
60149267,5,77290687.16,-0.73,3
27501784,2,154995122.96,-0.85,3
65179372,1,4587291.98,0.95,3
97887255,6,107780512.51,-0.47,2
61001895,6,197310837.34,0.64,1
11567692,0,0.0,0.99,3
73438899,8,137605148.12,0.05,3
99345603,0,0.0,-0.56,3
99382076,8,12382111.34,-0.06,3
39650763,2,157561986.71,0.39,2
12470352,0,0.0,0.38,3
43904261,6,112672477.43,0.18,3
95801963,4,131984213.43,-0.94,3
62102474,6,144176369.5,-0.27,3
49731409,5,186114129.1,-0.99,2
91254488,3,42738388.0,0.98,3
79721766,6,183575113.43,-0.16,1
11286479,4,82526236.64,0.93,2
13930174,0,0.0,-0.77,1
42108286,4,173679983.35,-0.07,3
89798155,6,149287918.17,0.48,2
80043176,3,93330421.93,0.76,3
81967219,7,50854834.42,-0.08,1
79215772,6,174519141.52,-0.92,2
35813782,4,33563338.75,0.13,3
34939988,5,10793908.66,0.6,1
92901583,7,99745652.96,0.95,1
24085170,0,0.0,0.07,2
68205295,5,64586062.3,-0.72,1
75957736,7,97240179.37,0.02,2
97206188,1,58716791.2,0.5,1
75368292,2,13603326.62,-0.42,3
12113685,0,0.0,0.29,2
39882098,7,120560527.25,-0.3,3
52040457,0,0.0,-0.23,3
68371528,1,1958876.36,0.14,2
46374104,8,38954850.69,-0.22,2
40449133,4,44485040.94,0.69,2
36659342,1,145939352.33,0.82,2
77457356,8,47650949.51,-0.98,1
34531117,0,0.0,0.49,1
45577433,6,168786658.89,-0.83,3
33948500,6,52698611.43,0.09,1
93232828,2,170638811.63,-0.79,2
48080363,2,5478543.7,-0.17,3
93369691,7,132851403.03,0.65,1
14338748,5,181630792.59,-0.65,3
48179634,3,78371728.06,-0.02,2
70651173,3,90296656.62,-0.07,1
75903115,1,47881983.01,-0.99,2
85547046,5,91947856.57,-0.97,3
25924646,1,187480825.51,0.48,3
73993202,6,48436804.74,-0.8,2
24894285,6,151913305.72,0.99,1
66605981,4,87065332.53,-0.24,3
60023528,2,74531408.61,-0.01,3
52083057,4,42615670.65,-0.02,2
72943978,7,84546593.91,-0.37,1
13228335,6,96836741.6,0.09,1
29772958,5,134939514.4,0.02,1
63887722,8,77565043.41,-0.92,1
81433706,5,196884798.82,0.88,1
53204081,4,51959625.98,0.29,1
58669106,1,168701847.03,-0.53,1
88099212,1,174492004.99,-0.71,3
98337854,1,79798055.79,0.33,3
90053757,1,83484650.62,0.23,3
31251068,0,0.0,0.01,2
81752002,3,25826473.6,-0.93,3
91838927,7,469526.76,0.87,1
62835801,2,87757977.04,-0.22,3
65851366,5,19272428.66,0.68,2
61285266,3,35401809.89,0.08,3
91596333,6,113615609.02,-0.47,3
90928654,4,99337679.77,-0.52,1
60364447,3,25980305.79,-0.66,1
24508208,2,87415021.96,0.9,3
66765332,1,198013362.25,-0.2,2
68599488,8,61403651.27,-0.1,1
29177157,3,64529140.7,0.76,1
73608858,6,112838383.72,0.62,1
20935958,4,13114810.58,-0.07,2
81642926,0,0.0,-0.11,2
13279115,8,57905682.01,0.25,3
30151283,1,65851239.84,-0.48,2
42342081,7,167424869.88,-0.05,2
45664004,8,176215324.64,-0.71,3
98360840,8,155781452.72,-0.51,2
52750867,1,12008569.79,0.82,2
59535057,1,43350400.58,-0.31,1
96030204,3,37830141.7,0.49,3
11129429,2,108938079.23,0.79,2
96627655,2,99638206.92,-0.99,3
46821533,0,0.0,-0.1,2
48081660,6,195615204.77,0.14,1
81671770,7,194015223.76,-0.96,1
26572175,6,168475992.97,-0.39,2
44928772,0,0.0,-0.1,3
14016284,4,142112336.87,-0.03,1
79044068,8,87578226.82,0.75,3
29278205,7,150399605.29,-0.73,3
81828429,3,30366483.82,0.03,3
70542904,1,2468240.95,0.82,2
72106194,7,164308577.67,-0.91,3
88748119,7,73286923.6,0.39,3
64647355,8,152064226.29,-0.44,2
89463877,4,63639875.2,-0.96,2
74683707,1,34932806.9,0.8,1
76639417,1,166897107.35,0.69,1
27326850,2,99837384.02,0.26,2
74559404,0,0.0,-0.35,3
46790577,0,0.0,-0.91,1
29882254,1,101790751.65,-0.48,3
71862308,1,159467295.73,0.34,3
62243598,3,101144801.4,-0.35,3
63320379,7,139989916.18,-0.34,1
37006804,3,33412142.1,-0.82,3
87380543,8,110995971.06,-0.18,2
29717855,8,30218451.18,0.97,2
68430449,8,96463669.43,0.61,3
82809326,7,80035232.86,0.43,3
34259251,2,164277051.24,0.2,3
78820502,4,88794123.94,0.13,1
56746466,6,144763433.1,0.86,2
86436516,1,37940830.56,-0.39,3
33821608,5,136517435.09,0.86,3
47289700,7,125365592.47,-0.6,3
59576216,3,64985475.01,-0.3,2
98863268,5,193656803.46,-0.99,2
77897895,5,182412584.33,0.36,2
60301115,1,144291615.89,0.78,2
82014693,5,52475384.83,-0.5,1
11238503,5,118571001.57,-0.5,1
50370194,3,66103468.48,0.93,2
36640196,4,136932434.26,-0.19,1
77441924,7,93733559.53,0.76,3
99820120,1,132655712.84,0.5,3
79063065,4,199481038.06,0.23,1
54623250,4,92679929.9,0.68,3
43478301,4,102068685.86,0.95,1
67887203,6,63159877.98,0.46,3
19674031,3,194725643.49,0.8,1
17115375,4,4885047.78,0.04,3
68864271,1,126254029.72,-0.18,2
16787839,3,132897014.82,0.86,3
88180369,7,46116256.29,0.32,1
74244116,7,34689321.45,0.0,2
89530782,3,177631594.45,-0.6,2
13480030,6,62873758.87,0.49,2
16809368,3,167447453.58,0.7,1
18775412,5,123187881.22,-0.26,2
11860288,3,65782831.71,0.74,3
54164413,3,73496011.84,0.27,3
86623366,0,0.0,0.9,3
34088202,8,40869368.63,-0.08,3
52937710,4,20525311.48,0.96,1
40780426,4,102684883.18,0.44,3
51597480,2,71605693.75,-0.84,1
11710525,7,14602860.82,-0.45,1
63263473,4,48242362.62,0.76,3
24411443,0,0.0,-0.14,2
92336449,0,0.0,0.37,1
75177795,0,0.0,0.39,1
69514865,7,20061838.83,0.79,1
18911707,3,42718113.04,-0.28,2
21244866,1,114807024.72,-1.0,1
25265703,2,195795783.22,0.8,3
90570116,8,161116496.74,-0.78,2
13595775,7,17901011.72,-0.18,3
63894100,3,19663594.7,0.89,2
28798229,5,142966980.97,0.34,1
47304949,7,172701931.0,0.02,3
28943140,8,142664708.64,-0.2,3
18541962,1,108684437.58,-0.97,3
11516008,3,115275020.81,0.19,2
98222796,2,187017305.43,-0.73,1
27135989,5,50751737.46,0.13,2
74311923,8,109355108.17,0.25,3
95305410,4,13670891.13,-0.96,2
83258508,7,146868002.53,-0.03,2
69524853,6,148564170.83,-0.91,1
70402442,7,41877202.19,0.53,3
72874250,7,17920935.1,0.68,2
22280148,0,0.0,-0.85,2
68829702,3,45077665.97,-0.22,1
85003664,3,145586739.87,0.8,3
77168653,6,25437132.49,-0.57,1
92496190,3,90102380.39,0.84,1
66304970,0,0.0,-0.07,1
86371361,1,86592112.47,0.59,1
55792904,0,0.0,0.3,2
98969292,6,75241887.49,-0.25,1
96487935,0,0.0,0.85,3
72705064,6,158248204.1,-0.23,3
67161132,3,132018181.56,0.74,1
81136740,0,0.0,-0.2,3
29086333,6,120359302.86,-0.15,1
27939709,3,52226369.04,-0.29,1
25627823,4,54751139.34,0.57,3
22160254,1,30900619.8,-0.21,3
54589701,1,6100486.23,0.94,2
52468047,7,192974239.24,-0.41,2
35297965,4,129139726.83,-0.25,2
29453370,1,163219921.29,-0.17,1
27899077,7,23649242.24,0.12,3
85772551,7,99393117.8,0.0,3
21391554,1,110774541.18,-0.82,3
35554655,0,0.0,-0.15,1
16125568,2,166688282.63,0.53,1
56418028,7,129443364.0,-0.86,1
40195262,0,0.0,0.71,3
74041419,8,175779351.32,-0.89,3
40091529,3,163051380.86,0.4,2
45370121,3,162113727.6,-0.36,3
13616177,1,181161930.29,-0.31,1
31925931,6,105109573.01,-0.23,1
97348733,4,160883870.78,-0.01,3
18919983,7,160285481.8,-0.12,2
23916421,6,25641161.21,0.18,1
54466808,6,11797113.53,0.81,3
99786519,3,198625311.88,0.72,2
21712724,1,198779603.1,0.4,1
30950007,4,172517659.23,0.39,1
47145438,2,111870440.91,0.76,2
42970681,0,0.0,-0.07,3
75159528,7,174041696.95,0.53,1
25149375,7,71254042.0,0.12,1
68906845,2,29077963.53,-0.42,1
27244369,5,104294493.05,0.78,3
79938571,3,110654789.46,0.14,3
71355590,0,0.0,-0.66,3
65996904,0,0.0,-0.04,3
98633944,0,0.0,-0.51,2
32598405,5,52860587.19,0.34,1
60552768,1,108722032.87,-0.37,1
76958799,8,145767352.5,-0.37,1
26798395,2,78309530.77,-0.28,3
47740143,8,158248785.82,0.01,2
14729283,0,0.0,-0.78,1
60985372,2,161123912.33,-0.28,2
46960165,7,77170301.3,0.67,1
88813310,0,0.0,0.05,2
82114567,7,79413471.59,0.34,3
60884414,1,121867055.14,0.62,1
44542560,2,111764639.59,-0.49,2
77411340,4,184739566.11,-0.15,2
33993242,2,140875716.21,-0.66,1
13971473,3,191282596.38,-0.69,3
66669004,2,95225812.24,-0.59,2
75232853,1,152174032.51,-0.17,1
58193469,5,136767112.99,0.81,3
87721485,2,37784229.88,0.31,3
75544294,2,62071898.45,0.68,1
64506737,7,189621694.81,0.65,2
27981923,8,137893729.89,-0.45,1
58069136,3,51022544.0,-0.34,1
71644466,6,66111563.58,-0.96,3
69265247,5,136934862.71,-0.45,3
82193293,3,80535288.72,-0.02,1
76832184,0,0.0,-0.65,2
51553029,3,82165242.29,-0.29,1
26729528,3,39778888.45,-0.42,2
74914051,5,102547312.2,-0.52,1
38512713,6,42669798.12,-0.15,2
14462966,2,183351877.33,-0.8,1
99267978,6,141577956.0,0.65,2
78682338,5,114996593.92,-0.78,2
16754510,8,28091265.62,0.9,1
97860116,0,0.0,0.02,2
49270720,3,119334928.85,0.26,3
47223271,5,168134193.55,0.9,1
25246163,4,179580909.6,0.17,2
81897528,3,140227790.98,0.16,1
83650760,8,108584535.86,0.98,2
58909712,0,0.0,0.56,3
87041210,4,90806202.46,0.9,3
86459806,8,128922049.13,-0.15,1
49403583,5,129690767.24,0.96,1
55396735,7,110577179.78,-0.25,2
36052293,3,23805384.62,-0.68,3
69985718,8,25629252.67,0.99,2
80321670,8,47112119.1,0.42,1
78004583,5,33789997.84,0.16,3
47892713,0,0.0,0.1,2
82865738,1,149937561.44,-0.76,2
99936993,2,83402998.61,-0.13,1
54258363,3,25391950.85,0.2,1
13842043,7,88464819.34,0.98,3
30126195,2,151710674.36,-0.11,1
42030003,4,70804047.93,-0.23,3
53933164,1,120394259.9,-0.64,1
98353774,5,45380391.14,0.76,1
18653210,0,0.0,-0.54,3
45122169,3,114562612.77,0.02,1
36403979,4,174502599.9,-0.77,1
27831820,4,99743084.17,-0.02,2
12094716,8,193384719.91,0.09,3
71048732,0,0.0,-0.74,3
21378747,8,130136843.69,-0.92,1
77985740,4,55774496.97,-0.7,2
68994763,0,0.0,-0.16,1
36883826,4,102561841.07,-0.22,3
65688961,1,82457196.36,-0.86,1
79254560,6,33164460.92,0.89,1
97031997,4,39508253.81,0.53,1
98878568,0,0.0,0.1,3
69776314,1,162057675.55,0.46,1
16774760,2,65140807.66,0.7,2
28350879,4,136014049.88,-0.7,3
29882789,5,179410151.03,-0.06,2
56540494,4,188644808.18,0.63,1
23951190,6,21704647.16,-0.07,3
61701591,6,29322746.85,-0.59,3
38002956,5,3723297.68,0.71,3
21838036,4,136734616.02,-0.77,2
48151861,4,165931460.78,0.66,1
65665995,8,43158069.1,-0.12,3
95669398,1,169685417.61,-0.85,3
21753201,2,87352237.91,-0.18,2
15664109,3,172075290.15,0.01,3
60434666,5,90868098.07,-0.88,3
68941581,5,179582043.38,0.44,3
17875728,1,195591152.72,0.61,3
14229911,3,12190941.05,0.41,3
85559156,3,152651380.82,-0.8,2
89072697,4,119620514.91,0.2,3
87359806,2,27540473.16,0.14,2
44092321,7,126899707.5,0.08,3
11697458,4,90961042.36,-0.25,2
41086805,3,123588715.8,0.73,1
